Rank1,Rank2,Rank3,Percentage
76.381,335.944,75.205,0.8465
76.809,335.944,75.442,0.847
77.519,335.944,75.489,0.8475
77.569,335.944,75.793,0.848
77.807,335.944,76.043,0.8485
78.372,335.944,76.848,0.849
78.396,335.944,77.085,0.8495
78.975,335.944,77.282,0.85
79.21,335.944,77.369,0.8505
79.829,335.944,77.37,0.851
80.1,335.944,77.726,0.8515
80.328,335.944,77.742,0.852
80.389,335.944,78.01,0.8525
80.735,335.944,78.072,0.853
80.738,335.944,78.621,0.8535
80.8,335.944,78.883,0.854
81.225,335.944,78.982,0.8545
81.474,335.944,79.142,0.855
81.635,335.944,79.492,0.8555
81.713,335.944,79.556,0.856
81.874,335.944,79.719,0.8565
81.899,335.944,79.924,0.857
82.204,335.944,80.499,0.8575
82.257,335.944,80.931,0.858
82.328,335.944,80.953,0.8585
82.339,335.944,80.989,0.859
82.652,335.944,81.135,0.8595
82.888,335.944,81.164,0.86
83.655,335.944,81.276,0.8605
83.895,335.944,81.505,0.861
84.211,335.944,81.551,0.8615
84.606,335.944,81.997,0.862
84.855,335.944,82.221,0.8625
85.053,335.944,82.757,0.863
85.131,335.944,82.867,0.8635
85.139,335.944,83.062,0.864
85.239,335.944,83.324,0.8645
85.524,335.944,83.386,0.865
85.678,335.944,83.426,0.8655
86.001,335.944,83.538,0.866
86.286,335.944,83.542,0.8665
86.405,335.944,83.546,0.867
86.522,335.944,83.896,0.8675
86.537,335.944,84.453,0.868
86.971,335.944,84.641,0.8685
87.027,335.944,84.656,0.869
87.044,335.944,84.756,0.8695
87.182,335.944,84.998,0.87
87.64,335.944,85.065,0.8705
87.688,335.944,85.26,0.871
87.946,335.944,85.94,0.8715
88.025,335.944,86.466,0.872
88.166,335.944,86.565,0.8725
88.291,335.944,86.745,0.873
88.342,335.944,86.979,0.8735
88.631,335.944,87.241,0.874
89.324,335.944,87.253,0.8745
89.453,335.944,87.59,0.875
89.674,335.944,87.766,0.8755
89.864,335.944,87.778,0.876
90.0,335.944,88.166,0.8765
91.881,335.944,88.192,0.877
91.984,335.944,88.589,0.8775
91.992,335.944,88.623,0.878
92.226,335.944,88.945,0.8785
92.53,335.944,88.96,0.879
93.017,335.944,89.442,0.8795
93.09,335.944,89.715,0.88
93.523,335.944,89.904,0.8805
93.551,335.944,90.202,0.881
93.786,335.944,90.804,0.8815
93.803,335.944,91.033,0.882
93.873,335.944,91.095,0.8825
94.506,335.944,91.289,0.883
94.701,335.944,91.478,0.8835
95.127,335.944,91.542,0.884
95.129,335.944,91.723,0.8845
95.322,335.944,92.034,0.885
95.7,335.944,92.23,0.8855
95.725,335.944,92.648,0.886
96.023,335.944,93.124,0.8865
96.434,335.944,93.701,0.887
96.506,335.944,93.786,0.8875
96.668,335.944,93.791,0.888
97.408,335.944,93.828,0.8885
98.273,335.944,93.834,0.889
99.075,335.944,94.003,0.8895
99.359,335.944,94.449,0.89
100.698,335.944,94.936,0.8905
100.849,335.944,95.287,0.891
100.882,335.944,95.363,0.8915
101.107,335.944,95.373,0.892
101.174,335.944,95.577,0.8925
101.382,335.944,95.954,0.893
101.741,335.944,96.044,0.8935
101.796,335.944,96.095,0.894
102.758,335.944,96.325,0.8945
102.77,335.944,96.684,0.895
102.791,335.944,96.828,0.8955
103.139,335.944,96.834,0.896
103.271,335.944,97.115,0.8965
103.475,335.944,97.157,0.897
103.948,335.944,97.753,0.8975
104.104,335.944,97.767,0.898
104.298,335.944,98.184,0.8985
105.552,335.944,98.322,0.899
105.659,335.944,98.433,0.8995
105.739,335.944,98.986,0.9
106.86,335.944,99.993,0.9005
107.04,335.944,100.502,0.901
107.143,335.944,100.677,0.9015
107.367,335.944,101.406,0.902
108.274,335.944,101.995,0.9025
108.455,335.944,102.178,0.903
109.809,335.944,102.43,0.9035
110.604,335.944,102.704,0.904
111.673,335.944,103.648,0.9045
111.775,335.944,103.967,0.905
113.096,335.944,104.74,0.9055
113.667,335.944,105.095,0.906
113.874,335.944,105.157,0.9065
114.019,335.944,105.594,0.907
114.254,335.944,106.409,0.9075
115.187,335.944,106.801,0.908
115.334,335.944,106.869,0.9085
115.7,335.944,107.314,0.909
115.718,335.944,108.608,0.9095
115.77,335.944,108.794,0.91
117.214,335.944,108.943,0.9105
118.033,335.944,109.277,0.911
118.066,335.944,110.022,0.9115
120.371,335.944,111.232,0.912
122.658,335.944,111.689,0.9125
122.703,335.944,111.81,0.913
123.096,335.944,111.869,0.9135
125.066,335.944,112.21,0.914
125.199,335.944,112.476,0.9145
125.444,335.944,114.806,0.915
125.98,335.944,115.034,0.9155
126.407,335.944,115.099,0.916
127.283,335.944,115.279,0.9165
127.572,335.944,116.021,0.917
127.678,335.944,116.207,0.9175
127.776,335.944,117.07,0.918
128.17,335.944,117.469,0.9185
128.377,335.944,118.575,0.919
128.756,335.944,119.341,0.9195
129.776,335.944,120.217,0.92
130.846,335.944,121.912,0.9205
131.123,335.944,122.368,0.921
131.326,335.944,122.659,0.9215
131.936,335.944,123.37,0.922
132.543,335.944,124.261,0.9225
132.872,335.944,124.425,0.923
133.692,335.944,125.508,0.9235
134.601,335.944,125.708,0.924
136.012,335.944,126.995,0.9245
137.666,335.944,127.205,0.925
137.757,335.944,127.407,0.9255
138.253,335.944,127.98,0.926
138.623,335.944,128.993,0.9265
139.545,335.944,130.083,0.927
140.057,335.944,130.379,0.9275
142.396,335.944,130.542,0.928
142.619,335.944,130.607,0.9285
143.174,335.944,131.313,0.929
145.397,335.944,131.688,0.9295
148.035,335.944,132.251,0.93
148.964,335.944,133.49,0.9305
149.303,335.944,134.231,0.931
149.615,335.944,134.883,0.9315
149.916,335.944,138.156,0.932
150.635,335.944,138.162,0.9325
150.973,335.944,139.015,0.933
151.879,335.944,139.367,0.9335
152.338,335.944,139.856,0.934
153.529,335.944,140.112,0.9345
153.627,335.944,140.244,0.935
153.835,335.944,140.677,0.9355
154.732,335.944,141.425,0.936
154.791,335.944,141.546,0.9365
155.904,335.944,141.828,0.937
156.0,335.944,141.921,0.9375
160.764,335.944,142.175,0.938
162.168,335.944,143.434,0.9385
163.409,335.944,143.809,0.939
165.961,335.944,144.144,0.9395
166.852,335.944,144.527,0.94
166.963,335.944,144.547,0.9405
167.338,335.944,146.406,0.941
168.981,335.944,146.8,0.9415
173.052,335.944,147.127,0.942
174.551,335.944,147.723,0.9425
175.366,335.944,148.88,0.943
178.287,335.944,150.819,0.9435
179.055,335.944,151.269,0.944
185.627,335.944,151.718,0.9445
203.329,335.944,152.461,0.945
204.285,335.944,153.806,0.9455
205.975,335.944,154.153,0.946
210.224,335.944,154.577,0.9465
214.798,335.944,155.798,0.947
224.642,335.944,156.557,0.9475
335.944,335.944,156.652,0.948
335.944,335.944,158.25,0.9485
335.944,335.944,159.871,0.949
335.944,335.944,160.6,0.9495
335.944,335.944,162.511,0.95
335.944,335.944,163.192,0.9505
335.944,335.944,164.025,0.951
335.944,335.944,164.847,0.9515
335.944,335.944,165.844,0.952
335.944,335.944,165.889,0.9525
335.944,335.944,166.174,0.953
335.944,335.944,166.448,0.9535
335.944,335.944,166.576,0.954
335.944,335.944,166.608,0.9545
335.944,335.944,167.197,0.955
335.944,335.944,171.377,0.9555
335.944,335.944,171.833,0.956
335.944,335.944,172.359,0.9565
335.944,335.944,173.393,0.957
335.944,335.944,173.693,0.9575
335.944,335.944,174.939,0.958
335.944,335.944,175.672,0.9585
335.944,335.944,177.424,0.959
335.944,335.944,177.884,0.9595
335.944,335.944,178.274,0.96
335.944,335.944,179.395,0.9605
335.944,335.944,179.813,0.961
335.944,335.944,182.428,0.9615
335.944,335.944,183.755,0.962
335.944,335.944,185.023,0.9625
335.944,335.944,185.73,0.963
335.944,335.944,185.783,0.9635
335.944,335.944,188.712,0.964
335.944,335.944,191.675,0.9645
335.944,335.944,191.764,0.965
335.944,335.944,192.475,0.9655
335.944,335.944,194.896,0.966
335.944,335.944,196.465,0.9665
335.944,335.944,197.582,0.967
335.944,335.944,199.457,0.9675
335.944,335.944,200.291,0.968
335.944,335.944,200.886,0.9685
335.944,335.944,204.092,0.969
335.944,335.944,206.323,0.9695
335.944,335.944,211.758,0.97
335.944,335.944,212.471,0.9705
335.944,335.944,215.657,0.971
335.944,335.944,218.374,0.9715
335.944,335.944,219.004,0.972
335.944,335.944,222.066,0.9725
335.944,335.944,224.071,0.973
335.944,335.944,224.47,0.9735
335.944,335.944,226.211,0.974
335.944,335.944,227.893,0.9745
335.944,335.944,228.64,0.975
335.944,335.944,229.943,0.9755
335.944,335.944,230.328,0.976
335.944,335.944,234.71,0.9765
335.944,335.944,235.333,0.977
335.944,335.944,235.524,0.9775
335.944,335.944,237.102,0.978
335.944,335.944,237.737,0.9785
335.944,335.944,241.049,0.979
335.944,335.944,243.785,0.9795
335.944,335.944,244.987,0.98
335.944,335.944,245.973,0.9805
335.944,335.944,246.859,0.981
335.944,335.944,247.675,0.9815
335.944,335.944,248.529,0.982
335.944,335.944,248.779,0.9825
335.944,335.944,249.716,0.983
335.944,335.944,250.955,0.9835
335.944,335.944,255.727,0.984
335.944,335.944,256.783,0.9845
335.944,335.944,258.786,0.985
335.944,335.944,263.219,0.9855
335.944,335.944,265.245,0.986
335.944,335.944,265.471,0.9865
335.944,335.944,271.002,0.987
335.944,335.944,275.163,0.9875
335.944,335.944,277.112,0.988
335.944,335.944,278.303,0.9885
335.944,335.944,285.095,0.989
335.944,335.944,287.856,0.9895
335.944,335.944,291.256,0.99
335.944,335.944,291.698,0.9905
335.944,335.944,293.219,0.991
335.944,335.944,299.069,0.9915
335.944,335.944,302.5,0.992
335.944,335.944,305.865,0.9925
335.944,335.944,306.48,0.993
335.944,335.944,306.555,0.9935
335.944,335.944,307.674,0.994
335.944,335.944,318.799,0.9945
335.944,335.944,318.833,0.995
335.944,335.944,319.46,0.9955
335.944,335.944,323.746,0.996
335.944,335.944,324.289,0.9965
335.944,335.944,324.313,0.997
335.944,335.944,324.363,0.9975
335.944,335.944,324.572,0.998
335.944,335.944,324.895,0.9985
335.944,335.944,330.103,0.999
335.944,335.944,330.821,0.9995
335.944,335.944,331.145,1.0
